67,Alexander Michael's,401 W 9th St,28202,uptownfourthward,Cocktails,Outdoor,http://almikestavern.com/,704- 332-6789,1
68,Sports One Charlotte,521 N College St,28202,uptownfirstward,Neighborhood,Outdoor,http://sportsoneclt.com/,704- 733-9962,1
69,Sydney's Martini and Wine Bar,401 N Tryon St #104,28202,uptownfourthward,Cocktail,,http://sydneysmartiniandwinebar.com/,704- 503-9060,1
70,Rock Bottom Restaurant & Brewery,401 N Tryon St,28202,uptownfourthward,Brewery,,https://rockbottom.com/locations/charlotte/?utm_source=local&utm_medium=listings&utm_campaign=imm,704- 334-2739,1
71,The Corner Pub,335 N Graham St,28202,uptownfourthward,Neighborhood,,http://cornerpubcharlotte.com/,704- 376-2720,1
72,The Cellar at Duckworth's,330 N Tryon St,28202,uptownfirstward,Cocktails,,http://thecellaratduckworths.com/,980- 349-4078,1
73,Duckworth's Grill & Taphouse Uptown,331 N Tryon St,28202,uptownfirstward,Neighborhood,,http://uptown.duckworths.com/,980- 939-1166,1
74,Flight Beer and Music Hall,314 N College St,28202,uptownfirstward,Neighborhood,,http://flightclt.com/,980- 474-1551,1
75,Lucky's Bar & Arcade,300 N College St,28202,uptownfirstward,Neighborhood,Games,https://luckycharlotte.com/,704- 342-2557,1
76,The Imperial,301 N College St #101,28202,uptownfirstward,Cocktails,,http://imperialclt.com/,980- 495-5822,1
77,Infused Bar,312 N Myers St,28202,uptownfirstward,Cocktails,,http://www.infusedclt.com/,704- 910-3585,1
78,1st Ward Beverage Company,820 E 7th St,28202,uptownfirstward,Neighborhood,,https://www.1stwardbeverage.com/,980- 237-6116,1
79,The Punch Room ,201 E Trade St,28202,uptownfirstward,Cocktails,,http://www.ritzcarlton.com/en/hotels/charlotte/dining/punch-room?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,704- 547-2244,1
80,Fitzgerald's,202 E 5th St,28202,uptownfirstward,Neighborhood,Irish Pub,https://www.fitzgeraldscharlotte.com/,704- 900-8088,1
81,Connolly's On Fifth,115 E 5th St,28202,uptownfirstward,Neighborhood,Irish Pub,https://connollysirishpub.com/,704- 358-9070,1
82,Prohibition Bar,200 N Tryon St,28202,uptownfirstward,Neighborhood,,http://prohibitionclt.com/,704- 358-4244,1
83,SIP,201 N Tryon St,28202,uptownfirstward,Neighborhood,,http://www.sipcharlotte.com/,704- 334-3315,1
84,204 North Kitchen and Cocktails,204 N Tryon St,28202,uptownfirstward,Cocktails,,http://204north.com/,704- 333-3747,1
85,Rí Rá Irish Pub,208 N Tryon St,28202,uptownfirstward,Neighborhood,Irish Pub,https://rira.com/charlotte/,704- 333-5554,1
86,Malabar,214 N Tryon St,28202,uptownfirstward,Cocktails,,https://conterestaurantgroup.com/malabar/,704- 344-8878,1
87,The Wooden Vine,231 North Tryon St,28202,uptownfourthward,Cocktails,,https://www.thewoodenvine.com/,704- 376-8463,1
88,The Capital Grille,201 N Tryon St,28202,uptownfourthward,Cocktails,,https://www.thecapitalgrille.com/locations/nc/charlotte/charlotte/8011,704- 348-1400,1
89,Cowbell Burger & Whiskey Bar,202 N Tryon St,28202,uptownfourthward,Neighborhood,,https://eatmorecowbell.com/,980- 224-8674,1
90,5Church Charlotte,127 N Tryon St #8,28202,uptownfourthward,Cocktails,,http://5churchcharlotte.com/,704- 919-1322,1
91,Roxbury,116 W 5th St,28202,uptownfourthward,Club,,http://www.roxburynightclub.com/,704- 375-8090,1
92,The Daily Tavern,214 N Church St,28202,uptownfourthward,Neighborhood,,https://www.thedailyclt.com/,980- 209-9546,1
93,Crave Dessert Bar,500 W 5th St #120,28202,uptownfourthward,Cocktails,,http://www.cravedessertbar.com/,704- 335-0588,1
94,Pub At Gateway,710 W Trade St,28202,uptownfourthward,Neighborhood,,http://thepubatgateway.com/wp/,704- 333-9818,1
95,Cedar Street Tavern Bar,120 N Cedar St #755,28202,uptownfourthward,Neighborhood,,https://www.cedarstreettavern.com/,704- 333-3448,1
96,Wet Willie's,900 North Carolina Music Factory Blvd,28206,uptownfourthward,Neighborhood,,http://www.wetwillies.com/,704- 716-5650,1
97,Small Bar,1000 North Carolina Music Factory Blvd,28206,uptownfourthward,Neighborhood,,https://www.smallbarclt.com/,,1
98,Eight Two Zero,820 Hamilton St,28206,uptownfourthward,Neighborhood,,https://820clt.com/,820- 256-4646,1
99,VBGB Beer Hall and Garden/Restaurant,920 Hamilton St,28206,uptownfourthward,Neighborhood,Music Hall,http://vbgbuptown.com/,704- 333-4111,1
100,Tilt on Trade,127 W Trade St,28202,uptownthirdward,Neighborhood,,http://tiltontrade.com/contact-us/,704- 347-4870,1
101,Hooters,123 W Trade St,28202,uptownthirdward,Neighborhood,,https://www.hooters.com/,704- 333-4566,1
102,World of Beer,210 E. Trade St. ,28202,uptownsecondward,Neighborhood,,https://worldofbeer.com/Locations/Epicentre,704- 499-8870,1
103,Wild Wings Cafe,210 E. Trade St.,28202,uptownsecondward,Neighborhood,,http://www.wildwingcafe.com/locations/charlotte-uptown-nc,704- 716-9464,1
104,Vida Vida,210 E. Trade St.,28202,uptownsecondward,Neighborhood,Mexican Bar,https://www.thevidavida.com/,704- 971-8432,1
105,Dale Jr's Whisky River,210 E. Trade St.,28202,uptownsecondward,Neighborhood,,http://www.dalejrswhiskyriver.com/charlotte,704- 749-1097,1
106,Tin Roof,210 E. Trade St.,28202,uptownsecondward,Neighborhood,Music Hall,https://www.tinroofcharlotte.com/,704- 910-1330,1
107,Suite ,210 E. Trade St.,28202,uptownsecondward,Club,,http://suitecharlotte.com/,704- 971-7878,1
108,Mortimer's Café & Pub,210 E. Trade St.,28202,uptownsecondward,Neighborhood,,http://mortimerspub.com/,704- 688-0366,1
109,Fleming’s,210 E. Trade St.,28202,uptownsecondward,Cocktails,,https://www.flemingssteakhouse.com/locations/nc/charlotte/,704- 333-4266,1
110,Blackfinn Ameripub ,210 E. Trade St.,28202,uptownsecondward,Neighborhood,,http://blackfinnameripub.com/charlotte-uptown/,704- 971-4440,1
111,Vault,210 E. Trade St.,28202,uptownsecondward,Club,,http://www.vaultnc.com/,704- 954-8040,1
112,210 Rooftop,210 E. Trade St.,28202,uptownsecondward,Neighborhood,,http://www.rooftop210.com/,704- 526-0848,1
113,Kandy Bar,210 E. Trade St.,28202,uptownsecondward,Club,,http://www.kandybarcharlotte.com/about/,980- 585-4337,1
114,Howl At The Moon,210 E. Trade St.,28202,uptownsecondward,Neighborhood,Music Hall,https://www.howlatthemoon.com/charlotte/,704- 936-4695,1
115,Carolina Ale House,201 S College St #010,28202,uptownsecondward,Neighborhood,,https://www.carolinaalehouse.com/,704- 940-3600,1
116,Fahrenheit ,222 S Caldwell St,28202,uptownsecondward,Cocktails,,http://www.chefroccowhalen.com/fahrenheit-charlotte/,980- 237-6718,1
117,Qtavern,201 S McDowell St,28202,uptownsecondward,Neighborhood,,https://qtavern.com/,704- 372-7550,1
118,JP,601 S College St,28202,uptownsecondward,Cocktail,,http://www.jpcharlotte.com/,704- 375-2600,1
119,Ink n Ivy,222 S Church St,28202,uptownthirdward,Cocktail,,http://charlotte.inkanivy.com/,704- 332-5424,1
120,Valhalla Pub & Eatery,317 S Church St,28202,uptownthirdward,Neighborhood,,http://valhallapub.com/,704- 332-3273,1
121,French Quarter Restaurant,321 S Church St,28202,uptownthirdward,Neighborhood,,http://www.frenchquartercharlotte.com/,704- 377-1715,1
122,Vintage Wine Lounge,317 S Church St,28202,uptownthirdward,Cocktails,,https://vintagewinelounge.netwaiter.com/charlotte/about/,704- 332-3273,1
123,The Cotton Room at Belfast Mill,144 Brevard Court Suite B,28202,uptownthirdward,Cocktails,,https://www.cottonroomclt.com/,704- 333-7160,1
124,Courtyard Hooligans,140 Brevard Court ,28202,uptownthirdward,Neighborhood,,N/A,704- 376-2238,1
125,Belfast Mill Irish Pub,144 Brevard Court Suite A,28202,uptownthirdward,Neighborhood,Irish Pub,https://www.belfastmillclt.com/,704- 333-7160,1
126,Merchant & Trade,"303 S Church St, Charlotte",28202,uptownthirdward,Cocktails,,http://merchantandtrade.com/,704- 445-2550,1
127,Graham St. Pub & Patio,400 S Graham St,28202,uptownthirdward,Neighborhood,,http://grahamstnc.com/,980- 218-9228,1
128,Draught,601 S Cedar St,28202,uptownthirdward,Neighborhood,,http://www.draughtcharlotte.com/,704- 375-7566,1
129,Town Brewing,800 Grandin Rd,28208,Westside,Brewery,,http://townbrewing.com/,980- 237-8628,1
130,Blue Blaze Brewing,528 S Turner Ave,28208,Westside,Brewery,,http://www.blueblazebrewing.com/,980- 859-2586,1
131,Taste Cafe and Lounge,2415 W Morehead St,28208,Westside,Neighborhood,,N/A,704- 665-7660,1
132,Reba's Bar & Grill,2240 Camp Greene St,28208,Westside,Neighborhood,,N/A,704- 398-8525,1
133,The Nickel Bar,2817 Rozzelles Ferry Rd,28208,Westside,Neighborhood,,N/A,704- 916-9389,1
134,Westside Tavern,3323 Avalon Ave,28208,Westside,Neighborhood,,N/A,704- 398-8954,1
135,Kouture lounge,"3148 Freedom Dr, Charlotte",28208,Westside,Neighborhood,,N/A,980- 430-5289,1
136,Coyote Joe's,4621 Wilkinson Blvd,28208,Westside,Neighborhood,,http://www.coyote-joes.com/,704- 399-4946,1
